cik,fyear,company_name,tic,status_label,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses,status
702259,2003.0,DIAGNOSTIC PRODUCTS CORP,DP,alive,257.568,487.582,128.895,0.0,35.469,77.327,112.796,252.491,86.50200000000001,81.734,61.795,336.242,90.31,381.386,1327.2581,81.734,381.386,268.59,0
702259,2004.0,DIAGNOSTIC PRODUCTS CORP,DP,alive,283.074,575.181,146.339,0.0,43.606,87.23700000000001,130.843,296.834,93.228,72.05199999999999,61.735,410.351,100.094,443.173,1609.1115,86.73899999999998,443.173,312.33,0
702259,2005.0,DIAGNOSTIC PRODUCTS CORP,DP,alive,322.97700000000003,619.188,161.793,0.0,50.897,85.62100000000001,136.518,319.309,94.532,72.692,67.153,444.507,107.286,481.102,1433.3902,86.52600000000002,481.102,344.584,0
28630,2005.0,DRS TECHNOLOGIES INC,DRS,alive,903.565,4021.894,1493.8370000000002,1828.771,48.985,192.71,241.695,241.695,331.624,703.138,81.494,281.591,435.035,1735.5320000000002,2190.0263,2670.3140000000008,1735.5320000000002,1493.8370000000002,0
28630,2006.0,DRS TECHNOLOGIES INC,DRS,alive,1125.662,4214.71,2436.867,1783.046,76.663,307.583,384.246,384.246,367.612,770.5319999999999,127.06,402.052,535.242,2821.113,2121.9626,2712.26,2821.113,2436.867,0
28630,2007.0,DRS TECHNOLOGIES INC,DRS,alive,1225.555,4316.035,2861.936,1627.4679999999998,78.191,355.25699999999995,433.448,433.448,437.709,870.793,165.769,553.268,574.129,3295.384,2411.2767,2632.429,3295.384,2861.936,0
28742,2005.0,DIAPULSE CORP OF AMERICA,DIAC,alive,1.019,1.24,0.257,2.862,0.013,-0.177,-0.1639999999999999,0.794,0.361,0.644,-0.365,-4.656000000000001,0.12,1.051,3.5649,3.506,1.051,1.215,0
28742,2006.0,DIAPULSE CORP OF AMERICA,DIAC,alive,0.875,1.019,0.109,3.468,0.008,-0.156,-0.148,0.79,0.402,0.223,-0.407,-5.062,0.076,0.899,2.3766,3.691,0.899,1.047,0
28742,2007.0,DIAPULSE CORP OF AMERICA,DIAC,alive,0.622,0.693,0.128,3.27,0.003,-0.081,-0.078,0.6709999999999999,0.423,0.217,-0.122,-5.184,0.0139999999999999,0.799,1.7825,3.487,0.799,0.877,0
28866,2004.0,VERITAS DGC INC,VTS,alive,315.634,776.2460000000001,223.469,155.0,250.14,49.87,300.01,341.0,4.198,119.702,5.221,69.592,179.42700000000002,564.469,825.2035,286.556,564.469,264.459,0
28866,2005.0,VERITAS DGC INC,VTS,alive,452.386,966.598,317.7,155.0,201.308,64.241,265.54900000000004,316.326,5.381,192.448,83.001,152.17700000000002,165.989,634.026,1055.208,384.05,634.026,368.477,0
28866,2006.0,VERITAS DGC INC,VTS,alive,656.1569999999999,1158.03,378.264,0.264,244.895,132.879,377.774,443.924,6.3660000000000005,412.925,82.23100000000001,240.792,215.24400000000003,822.188,2054.3322,447.486,822.188,444.414,0
708850,2008.0,DIONEX CORP,DNEX,alive,207.04,330.43,117.989,0.0,8.767000000000001,79.294,88.061,259.54900000000004,31.627,100.771,52.8,26.704,74.436,377.538,1203.3545,133.681,377.538,289.47700000000003,0
708850,2009.0,DIONEX CORP,DNEX,alive,206.222,329.98400000000004,119.16,0.0,9.491,84.24700000000001,93.738,265.888,31.274,77.999,55.455,35.765,70.535,385.048,1083.8928,107.57,385.048,291.31,0
708850,2010.0,DIONEX CORP,DNEX,alive,227.543,361.98800000000006,127.737,0.0,11.9,88.67200000000001,100.572,291.87,37.458,87.414,59.056,40.928,86.78,419.607,1298.359,111.113,419.607,319.035,0
29006,2009.0,DIONICS INC,DION,alive,0.602,0.623,0.55,0.225,0.0,-0.262,-0.262,0.078,0.144,0.026,-0.2689999999999999,-1.915,0.023,0.628,4.8137,0.251,0.628,0.89,0
29006,2010.0,DIONICS INC,DION,alive,0.29,0.3279999999999999,0.65,0.225,0.006,-0.41,-0.4039999999999999,0.055,0.111,0.032,-0.409,-2.324,0.075,0.705,1.8991,0.257,0.705,1.109,0
29006,2011.0,DIONICS INC,DION,alive,0.174,0.21,0.486,0.0,0.002,-0.387,-0.385,0.006,0.1,0.239,-0.387,-2.7110000000000003,0.038,0.492,1.7943,0.239,0.492,0.877,0
14995,2002.0,DIXON TICONDEROGA CO,DXT,alive,64.445,82.11399999999999,54.81,16.384,2.323,4.47,6.792999999999999,33.781,28.761,41.11,-0.56,18.91,29.18,88.59100000000001,3.7997,58.677,88.59100000000001,81.798,0
14995,2003.0,DIXON TICONDEROGA CO,DXT,alive,58.15,72.03399999999999,52.56399999999999,12.511,2.415,6.065,8.48,36.274,26.439,37.209,-1.4280000000000002,16.883,28.327,88.838,11.4311,50.614,88.838,80.358,0
14995,2004.0,DIXON TICONDEROGA CO,DXT,alive,61.819,73.986,52.562,9.974,2.143,6.575,8.718,35.607,31.168000000000003,40.948,1.732,18.286,26.13,88.169,12.9282,51.341,88.169,79.45100000000001,0
29806,2005.0,CONSTAR INTERNATIONAL INC,CNSTQ,failed,205.997,534.6519999999999,892.765,393.205,40.015,10.324000000000002,50.339,82.25200000000001,101.835,151.003,-59.99,-316.475,82.581,975.017,43.1865,574.19,975.017,924.678,1
29806,2006.0,CONSTAR INTERNATIONAL INC,CNSTQ,failed,189.815,503.962,827.9680000000001,393.466,33.441,28.717,62.158,99.001,83.355,123.674,-12.022,-320.014,61.957,926.969,88.03200000000001,548.8009999999998,926.969,864.811,1
29806,2007.0,CONSTAR INTERNATIONAL INC,CNSTQ,failed,160.939,472.289,801.076,393.733,29.11,18.778,47.888000000000005,80.492,73.21300000000001,122.296,-26.346,-348.033,61.695,881.568,51.8854,544.596,881.568,833.68,1
29924,2004.0,DOW JONES & CO INC,DJ,alive,253.914,1380.203,815.7310000000001,135.845,104.907,166.106,271.013,855.727,9.402,716.518,99.548,837.5060000000001,191.779,1671.458,3574.4836,1225.83,1671.458,1400.445,0
29924,2005.0,DOW JONES & CO INC,DJ,alive,284.171,1781.9720000000002,879.4639999999999,224.928,108.301,132.675,240.976,890.2260000000001,8.821,1018.493,60.395,794.175,227.738,1769.69,2944.1412,1619.707,1769.69,1528.714,0
29924,2006.0,DOW JONES & CO INC,DJ,alive,313.648,1955.562,887.1610000000001,224.962,97.51,147.642,245.152,896.709,5.081,828.1139999999999,386.564,1104.444,242.955,1783.87,3172.953,1456.589,1783.87,1538.7179999999998,0
30140,2007.0,LASERCARD CORP,LCRD,alive,23.625,56.306,24.016,0.076,2.9930000000000003,-8.132,-5.138999999999999,12.992,13.08,9.866,-7.206,-46.262,2.952,37.008,101.7017,38.58,37.008,42.147,0
30140,2008.0,LASERCARD CORP,LCRD,alive,41.81399999999999,74.29,29.723000000000003,0.166,2.877,-0.619,2.258,20.048,14.232,22.886,-0.94,-46.695,10.217,49.771,29.1947,54.442,49.771,47.513000000000005,0
30140,2009.0,LASERCARD CORP,LCRD,alive,62.063,79.291,31.929,0.077,2.674,6.53,9.204,26.682,11.326,21.235,5.992000000000001,-40.708,4.157,58.611,76.9582,50.385,58.611,49.407,0
1189712,2002.0,DREYER'S GRAND ICE CRM HLDGS,DRYR,alive,213.873,512.572,1130.811,118.529,34.707,64.389,99.096,215.146,82.831,133.505,29.06,37.052,104.429,1345.957,2482.8194,268.584,1345.957,1246.861,0
1189712,2003.0,DREYER'S GRAND ICE CRM HLDGS,DRYR,alive,357.517,3091.423,975.561,149.286,51.288,-25.084,26.204,215.0,148.42600000000002,191.862,-75.735,-350.01,152.48,1190.561,7309.5885,575.5409999999998,1190.561,1164.357,0
1189712,2004.0,DREYER'S GRAND ICE CRM HLDGS,DRYR,alive,321.512,3246.6940000000004,1389.872,354.6,73.278,-122.127,-48.849,198.556,178.107,240.319,-81.891,-715.107,110.442,1588.428,7644.8715,748.183,1588.428,1637.277,0
30197,2000.0,DRIVER-HARRIS CO,DRHA,alive,15.126,19.051,33.285,1.651,0.424,-0.466,-0.042,4.404,4.573,14.702,-0.926,-2.18,9.657,37.689,1.4409999999999998,17.52,37.689,37.731,0
30197,2001.0,DRIVER-HARRIS CO,DRHA,alive,10.281,13.563,28.77,0.036,0.402,-2.622,-2.22,2.0980000000000003,2.766,14.550999999999998,-3.2510000000000003,-5.7,6.78,30.868,1.4003,15.518,30.868,33.088,0
30197,2002.0,DRIVER-HARRIS CO,DRHA,alive,9.053,12.47,19.271,0.0,0.408,-0.908,-0.5,2.8,2.464,14.339,-1.129,-6.602,5.945,22.071,0.3685,15.327,22.071,22.571,0
846930,2004.0,DUQUESNE LIGHT HOLDINGS INC,DQE,alive,220.8,2632.8,654.9,958.0,83.4,159.0,242.4,242.4,14.6,210.2,87.0,563.6,115.5,897.3,1451.4877,1827.5,897.3,654.9,0
846930,2005.0,DUQUESNE LIGHT HOLDINGS INC,DQE,alive,293.9,2820.6,661.6,957.8,82.3,178.3,260.6,260.6,18.1,318.5,114.2,589.7,114.3,922.2,1272.8621,1981.8,922.2,661.6,0
846930,2006.0,DUQUESNE LIGHT HOLDINGS INC,DQE,alive,311.6,3147.4,692.4,1202.0,80.7,129.1,209.8,209.8,20.7,276.6,54.7,562.8,119.0,902.2,1739.5945,2185.7,902.2,692.4,0
30841,2000.0,ACTERNA CORP,3ACTRQ,alive,484.92800000000005,1343.14,444.69,1056.383,133.64,0.02,133.66,723.125,133.387,306.981,-171.817,-792.9810000000001,215.067,1167.815,1145.718,1424.1170000000004,1167.815,1034.155,0
30841,2001.0,ACTERNA CORP,3ACTRQ,alive,412.765,1014.556,503.657,1056.062,78.66199999999999,-54.264,24.398000000000003,629.004,112.601,309.139,-374.893,-1171.309,205.282,1132.661,288.372,1451.331,1132.661,1108.263,0
30841,2002.0,ACTERNA CORP,3ACTRQ,alive,253.713,406.156,348.093,24.556,31.566,-96.24,-64.67399999999999,332.256,67.05,1148.247,-408.16,-1592.544,103.217,680.3489999999999,11.7292,1248.655,680.3489999999999,745.023,0
727008,2004.0,E-Z-EM INC,EZEM,alive,75.25,105.648,61.88,0.085,3.159,6.37,9.529,51.195,22.822,15.638,6.936,56.159,19.121,113.075,159.3882,19.928,113.075,103.546,0
727008,2005.0,E-Z-EM INC,EZEM,alive,95.381,123.792,74.976,0.0,3.673,9.659,13.332,63.393,27.152,18.32,9.766,70.685,22.949,138.369,167.3988,21.95,138.369,125.037,0
727008,2006.0,E-Z-EM INC,EZEM,alive,104.228,134.942,73.204,0.0,3.442,11.264,14.706,64.63600000000001,29.799,17.184,8.543,81.16,24.441,137.84,187.3203,20.905,137.84,123.134,0
30927,2002.0,EAGLE-PICHER INC,EGLP,alive,183.394,613.0409999999999,546.49,355.1,64.044,24.298,88.34200000000001,150.275,54.718,180.983,-36.832,-179.488,23.704,696.765,0.0019,562.646,696.765,608.423,0
30927,2003.0,EAGLE-PICHER INC,EGLP,alive,261.597,663.538,522.2769999999999,408.57,48.069,51.869,99.938,163.149,53.205,163.692,2.843,-183.027,25.943,685.426,0.002,599.3290000000002,685.426,585.488,0
30927,2004.0,EAGLE-PICHER INC,EGLP,alive,208.261,598.774,571.0880000000001,248.781,40.688,28.856,69.544,136.249,64.118,293.041,-52.336000000000006,-234.866,64.692,707.337,0.005,569.73,707.337,637.793,0
31235,2009.0,EASTMAN KODAK CO,KODK,failed,4303.0,7691.0,5396.0,1129.0,405.0,140.0,545.0,2210.0,679.0,2896.0,-210.0,3916.0,1395.0,7606.0,1133.6228,7724.0,7606.0,7061.0,1
31235,2010.0,EASTMAN KODAK CO,KODK,failed,3799.0,6239.0,4846.0,1195.0,372.0,371.0,743.0,2341.0,696.0,2833.0,-687.0,2834.0,1259.0,7187.0,1441.2986,7314.0,7187.0,6444.0,1
31235,2011.0,EASTMAN KODAK CO,KODK,failed,2703.0,4678.0,4839.0,1363.0,284.0,-534.0,-250.0,1183.0,607.0,2150.0,-764.0,1405.0,1103.0,6022.0,176.2613,7028.0,6022.0,6272.0,1
722080,1999.0,ECHO BAY MINES LTD,ECO.2,alive,61.21,339.862,154.29399999999998,42.919,54.941,-15.067,39.874,56.057,37.204,57.24,-37.272,-612.242,2.942,210.351,166.9708,238.761,210.351,170.477,0
722080,2000.0,ECHO BAY MINES LTD,ECO.2,alive,72.95100000000001,295.845,194.501,6.032,50.664,19.825,70.48899999999999,86.475,39.443000000000005,68.00399999999999,18.561,-596.558,3.022,280.976,52.7276,179.06,280.976,210.487,0
722080,2001.0,ECHO BAY MINES LTD,ECO.2,alive,51.137,260.80400000000003,189.213,6.714,42.101000000000006,-2.719,39.382,48.471,29.506,49.571000000000005,-5.678,-763.97,3.645,237.68400000000003,74.5217,153.97799999999995,237.68400000000003,198.302,0
31617,2004.0,EDO CORP,EDO.,alive,321.302,546.689,378.085,137.8,15.976,51.701,67.67699999999999,158.088,52.867,94.594,29.068,53.164,161.012,536.173,566.928,334.761,536.173,468.496,0
31617,2005.0,EDO CORP,EDO.,alive,374.343,687.3989999999999,474.918,206.25,15.699000000000002,54.822,70.521,173.56400000000002,56.567,129.481,26.269,72.891,196.29,648.482,492.5732,447.506,648.482,577.961,0
31617,2006.0,EDO CORP,EDO.,alive,372.717,949.822,547.861,215.783,12.425,31.073,43.498000000000005,167.33599999999998,56.255,375.997,11.577,92.125,265.298,715.197,456.8288,674.9060000000002,715.197,671.699,0
31660,2001.0,ECC INTERNATIONAL CP,ECC.1,alive,14.304,27.772,22.09,0.0,2.645,-6.876,-4.231,6.646,9.437,3.913,-7.138999999999999,0.552,4.521,28.736,28.188,4.0,28.736,32.967,0
31660,2002.0,ECC INTERNATIONAL CP,ECC.1,alive,19.084,30.939,18.974,0.0,1.902,2.991,4.893,12.987,10.378,4.093,2.959,3.511,2.152,31.961,24.3381,4.154,31.961,27.068,0
31660,2003.0,ECC INTERNATIONAL CP,ECC.1,alive,26.608,40.123000000000005,18.989,0.0,1.431,3.018,4.449,11.546,13.795,5.485,7.546,11.057,3.103,30.535,33.9915,5.485,30.535,26.086,0
1066107,2009.0,EL PASO CORP,EP,alive,2008.0,22505.0,1670.0,13391.0,867.0,2094.0,2961.0,2961.0,175.0,2686.0,-534.0,-3910.0,553.0,4631.0,6893.5824,18369.0,4631.0,1670.0,0
1066107,2010.0,EL PASO CORP,EP,alive,1552.0,25270.0,1689.0,13517.0,942.0,1985.0,2927.0,2927.0,169.0,2565.0,806.0,-3185.0,500.0,4616.0,9690.4938,18508.0,4616.0,1689.0,0
1066107,2011.0,EL PASO CORP,EP,alive,1577.0,24314.0,1860.0,12605.0,1116.0,1884.0,3000.0,3000.0,175.0,2148.0,206.0,-3089.0,644.0,4860.0,20518.284,17179.0,4860.0,1860.0,0
32017,2004.0,ELKCORP,ELK,alive,204.535,480.708,435.762,156.858,18.054,55.908,73.962,137.214,62.129,63.197,20.506,143.54,121.091,572.976,471.61800000000005,265.666,572.976,499.014,0
32017,2005.0,ELKCORP,ELK,alive,316.081,613.569,590.106,200.146,23.819000000000003,77.848,101.667,171.613,71.467,89.23100000000001,46.867,186.388,148.928,761.7189999999999,578.8513,342.759,761.7189999999999,660.052,0
32017,2006.0,ELKCORP,ELK,alive,348.269,681.86,733.303,199.689,25.948,82.72399999999999,108.672,196.489,107.929,107.463,45.413,227.649,181.123,929.792,568.1742,359.434,929.792,821.12,0
32198,2008.0,EMS TECHNOLOGIES INC,ELMG,alive,232.781,327.365,201.156,9.25,12.498,19.624,32.122,133.889,35.67,67.362,20.471,107.953,96.316,335.045,392.9136,84.62299999999998,335.045,302.923,0
32198,2009.0,EMS TECHNOLOGIES INC,ELMG,alive,197.501,374.145,221.424,26.352,19.7,12.464,32.164,138.548,40.655,99.354,-20.065,99.454,86.249,359.972,221.1105,137.054,359.972,327.80800000000005,0
32198,2010.0,EMS TECHNOLOGIES INC,ELMG,alive,199.468,372.944,206.706,27.476,19.0,18.469,37.469,148.519,41.649,73.53699999999999,14.065,117.351,90.671,355.225,302.8516,115.924,355.225,317.756,0
311049,2000.0,ELSINORE CORP,ELSO,alive,7.327999999999999,47.995,38.265,10.093,3.872,7.983,11.855,22.403,0.3939999999999999,6.294,6.269,3.966,0.53,60.668,1.8728,16.387,60.668,48.813,0
311049,2001.0,ELSINORE CORP,ELSO,alive,7.331,32.761,39.597,8.684,3.954,1.166,5.12,14.217,0.36,6.037999999999999,-13.569,-9.603,1.163,53.81399999999999,3.2461,14.722,53.81399999999999,48.694,0
311049,2002.0,ELSINORE CORP,ELSO,alive,8.613,34.096,40.872,8.625,1.564,2.489,4.053,12.725,0.418,6.188,1.244,-8.359,0.416,53.597,0.3496,14.813,53.597,49.544,0
32666,1999.0,EMONS TRANSPORATION GROUP,EMON.1,alive,6.388999999999999,35.026,13.824000000000002,14.213,1.666,3.349,5.015,8.84,0.15,5.74,2.707,-9.131,2.968,22.664,19.65,20.778,22.664,17.649,0
32666,2000.0,EMONS TRANSPORATION GROUP,EMON.1,alive,5.97,34.642,15.574000000000002,13.383,1.995,3.849,5.843999999999999,9.673,0.2739999999999999,5.472,1.694,-7.431,2.8680000000000003,25.247,10.863,19.692,25.247,19.403,0
32666,2001.0,EMONS TRANSPORATION GROUP,EMON.1,alive,6.587999999999999,36.946,16.125,10.886,1.954,3.725,5.678999999999999,9.319,0.278,7.291,3.324,-4.162,2.852,25.444000000000003,11.6754,19.048,25.444000000000003,19.765,0
32878,2009.0,ENERGY CONVERSION DEV,ENERQ,failed,450.106,1069.178,257.574,337.662,33.515,25.204,58.719,58.719,74.266,59.687,12.456,-314.205,69.382,316.293,647.2776,407.05,316.293,257.574,1
32878,2010.0,ENERGY CONVERSION DEV,ENERQ,failed,353.682,688.321,288.03700000000003,276.879,32.708,-66.329,-33.621,-33.621,61.495,77.29,-455.896,-776.084,72.021,254.416,199.014,390.322,254.416,288.03700000000003,1
32878,2011.0,ENERGY CONVERSION DEV,ENERQ,failed,267.369,388.478,266.942,263.384,18.045,-52.441,-34.396,-34.396,68.499,70.497,-306.072,-1081.189,39.153,232.546,62.8551,363.429,232.546,266.942,1
352947,2003.0,ENGELHARD CORP,EC.2,alive,1393.56,2933.003,2952.736,390.565,127.672,269.595,397.267,761.757,442.787,948.015,234.223,1603.405,400.043,3714.493,3726.0795,1647.604,3714.493,3317.226,0
352947,2004.0,ENGELHARD CORP,EC.2,alive,1589.4489999999998,3178.592,3367.9190000000003,513.68,128.687,278.783,407.47,798.5010000000001,459.637,929.667,235.528,1805.498,410.382,4166.42,3738.7343,1764.28,4166.42,3758.95,0
352947,2005.0,ENGELHARD CORP,EC.2,alive,2151.564,3878.978,3746.618,430.5,132.39600000000002,298.605,431.001,850.398,532.638,1637.7620000000002,238.242,1936.201,526.962,4597.016,3621.7085,2389.8160000000007,4597.016,4166.015,0
772891,2003.0,ENGINEERED SUPPORT SYSTEMS,EASI.1,alive,155.251,419.301,429.255,0.0,8.218,74.227,82.445,143.446,50.959,184.561,43.408,111.611,90.805,572.701,1113.4015,222.134,572.701,490.256,0
772891,2004.0,ENGINEERED SUPPORT SYSTEMS,EASI.1,alive,243.12,511.134,655.313,0.7809999999999999,12.325,124.648,136.97299999999998,228.317,61.00899999999999,131.072,75.90899999999999,184.885,139.191,883.63,1279.8817,174.178,883.63,746.6569999999999,0
772891,2005.0,ENGINEERED SUPPORT SYSTEMS,EASI.1,alive,252.365,702.1569999999999,755.742,1.952,17.595,141.446,159.041,262.631,77.193,180.433,85.176,266.892,152.256,1018.373,1694.5022,228.848,1018.373,859.332,0
33325,2001.0,EQUITY OIL CO,EQTY,alive,5.854,48.309,7.124,5.5,4.2010000000000005,4.088,8.289,13.466,0.0,3.3710000000000004,2.281,18.853,4.835,20.59,22.8366,13.396,20.59,12.300999999999998,0
33325,2002.0,EQUITY OIL CO,EQTY,alive,7.042999999999999,76.8,8.642000000000001,34.5,7.68,3.064,10.744000000000002,15.701,0.0,4.319,1.001,18.646,5.4510000000000005,24.343000000000004,24.018,43.55,24.343000000000004,13.599,0
33325,2003.0,EQUITY OIL CO,EQTY,alive,10.062,76.706,8.811,29.0,8.146,5.329,13.475,18.651,0.0,2.802,2.115,21.359,4.851,27.462,47.2818,40.701,27.462,13.987,0
355199,2003.0,ESSEX CORP,KEYW.1,alive,35.951,39.726,10.2,0.0,0.568,0.209,0.777,6.086,0.0,2.9810000000000003,0.14,-14.259,3.97,16.285999999999998,143.113,2.9810000000000003,16.285999999999998,15.509,0
355199,2004.0,ESSEX CORP,KEYW.1,alive,116.392,135.566,55.367,0.0289999999999999,0.986,1.951,2.937,15.104,0.0,7.992000000000001,2.273,-11.986,10.792,70.471,423.5693,8.021,70.471,67.53399999999999,0
355199,2005.0,ESSEX CORP,KEYW.1,alive,73.51100000000001,168.583,113.486,0.055,5.995,7.307,13.302,46.315,0.0,25.449,8.555,-3.431,40.081,159.80100000000002,365.5179,25.504,159.80100000000002,146.499,0
1125536,2006.0,CONVERA CORP,CNVR.,alive,52.289,59.281000000000006,11.672,0.0,3.969,-40.687,-36.718,4.999,0.0,7.962999999999999,-44.827,-1116.828,3.023,16.671,189.5987,8.184,16.671,53.389,0
1125536,2007.0,CONVERA CORP,CNVR.,alive,40.825,46.367,6.979,0.0,2.611,-26.467,-23.856,-5.861000000000001,0.0,3.632,-9.096,-1126.414,0.182,1.118,112.9769,3.632,1.118,24.974,0
1125536,2008.0,CONVERA CORP,CNVR.,alive,23.821,24.877,4.232,0.0,2.688,-20.188,-17.5,-2.891,0.0,2.181,-22.586,-1149.292,0.62,1.341,8.5709,2.181,1.341,18.841,0
33992,2006.0,KINGSTONE COS INC,KINS,alive,17.855999999999998,25.403,9.808,3.188,0.264,1.01,1.274,1.274,0.0,15.825,0.508,-4.498,16.225,11.082,8.8618,19.409,11.082,9.808,0
33992,2007.0,KINGSTONE COS INC,KINS,alive,14.779000000000002,23.245,6.754,0.499,0.289,-1.298,-1.009,-1.009,0.0,16.180999999999997,-0.047,-4.545,0.963,5.745,4.9582,17.088,5.745,6.754,0
33992,2008.0,KINGSTONE COS INC,KINS,alive,3.388,9.421,1.859,0.416,0.07,-1.018,-0.948,-0.948,0.0,3.563,-0.977,-5.522,0.241,0.911,1.4269999999999998,4.163,0.911,1.859,0
34047,1999.0,EXOTECH INC,EXTC.,alive,0.428,0.434,0.7040000000000001,0.0,0.001,0.066,0.067,0.1169999999999999,0.331,0.914,0.031,-1.634,0.085,0.821,0.0019,0.914,0.821,0.754,0
34047,2000.0,EXOTECH INC,EXTC.,alive,0.33,0.337,0.356,0.0,0.001,0.036,0.037,0.073,0.314,0.813,0.004,-1.63,0.012,0.429,0.0047,0.813,0.429,0.392,0
34047,2001.0,EXOTECH INC,EXTC.,alive,0.258,0.264,0.109,0.0,0.001,-0.015,-0.0139999999999999,0.023,0.243,0.8220000000000001,-0.083,-1.713,0.0139999999999999,0.132,0.0047,0.8220000000000001,0.132,0.146,0
313395,2006.0,TXCO RESOURCES INC,TXCOQ,failed,18.369,143.80100000000002,26.054,2.351,25.562,10.536,36.098,46.364,0.0,16.095,7.241,1.457,13.6,72.418,442.7679,20.149,72.418,36.32,1
313395,2007.0,TXCO RESOURCES INC,TXCOQ,failed,35.746,354.607,32.034,100.0,38.185,10.407,48.592,61.872,0.0,59.658,1.34,-2.193,22.926,93.906,411.8611,179.891,93.906,45.31399999999999,1
313395,2008.0,TXCO RESOURCES INC,TXCOQ,failed,44.849,486.85,41.184,0.0,66.365,19.574,85.939,102.552,0.0,301.788,5.882000000000001,7.847,22.227,143.736,55.5085,331.121,143.736,57.797,1
352956,2000.0,FAFCO INC,FAFO,alive,3.654,9.656,7.0920000000000005,3.59,0.289,-0.142,0.147,4.39,1.226,2.899,-0.06,-2.377,1.991,11.482,0.9588,6.523,11.482,11.335,0
352956,2001.0,FAFCO INC,FAFO,alive,3.373,10.056,6.6610000000000005,3.772,0.485,0.561,1.046,5.439,1.172,3.019,0.092,-2.286,1.656,12.1,1.7352,6.827000000000001,12.1,11.054,0
352956,2002.0,FAFCO INC,FAFO,alive,3.898,10.042,8.432,4.0360000000000005,0.561,1.371,1.932,6.605,1.332,2.152,0.57,-1.716,1.995,15.037,1.3496,6.214,15.037,13.105,0
34136,2001.0,FAB INDUSTRIES INC,FITN,alive,113.383,131.528,73.90899999999999,0.311,4.609,-8.23,-3.621,6.127000000000001,12.335,8.372,-8.623,151.558,10.668,80.036,66.6624,11.025,80.036,83.65700000000001,0
34136,2002.0,FAB INDUSTRIES INC,FITN,alive,65.498,81.229,54.269,0.0,2.143,-1.158,0.985,8.696,8.386000000000001,6.69,1.97,100.463,7.547999999999999,62.965,45.0468,9.658,62.965,61.98,0
34136,2003.0,FAB INDUSTRIES INC,FITN,alive,46.31,58.075,44.99100000000001,0.0,1.927,-1.746,0.181,6.182,5.531000000000001,4.643,-1.37,85.039,7.171,51.173,29.2562,9.146,51.173,50.992,0
34151,2008.0,JO-ANN STORES INC,JAS,alive,565.2,901.1,1018.6,66.0,54.2,40.7,94.9,882.5,429.4,257.6,21.9,310.4,0.0,1901.1,321.8551,423.4,1901.1,1806.2,0
34151,2009.0,JO-ANN STORES INC,JAS,alive,686.1,1000.4,1015.0,0.0,56.3,114.1,170.4,975.7,416.8,327.2,66.6,377.0,0.0,1990.7,918.0843,434.8,1990.7,1820.3,0
34151,2010.0,JO-ANN STORES INC,JAS,alive,704.8,1020.6,1038.4,0.0,57.4,156.9,214.3,1040.6,436.0,286.0,93.1,470.1,0.0,2079.0,1543.724,406.3,2079.0,1864.7,0
34339,2001.0,FALCON PRODUCTS INC,FCPR,failed,93.139,267.467,225.678,136.461,11.594,20.672,32.266,88.43799999999999,49.224,60.867,-10.771,25.935,35.268,314.116,48.389,206.749,314.116,281.85,1
34339,2002.0,FALCON PRODUCTS INC,FCPR,failed,100.746,273.577,207.102,135.226,5.3,18.988,24.288,70.435,57.117,61.787,0.6920000000000001,25.375,32.942,277.53700000000003,35.3409,211.841,277.53700000000003,253.249,1
34339,2003.0,FALCON PRODUCTS INC,FCPR,failed,101.102,266.54,195.187,161.485,5.4,6.638999999999999,12.039,56.615,62.525,53.603,-22.516,1.503,31.877,251.802,52.1884,227.134,251.802,239.763,1
34497,2002.0,COVISTA COMMUNICATIONS INC,CVST,alive,19.787,51.05,59.312,1.811,7.359,-9.167,-1.808,41.648,0.0,29.323,-9.407,-32.663000000000004,15.716,100.96,65.4237,31.357,100.96,102.768,0
34497,2003.0,COVISTA COMMUNICATIONS INC,CVST,alive,15.198,40.887,47.339,0.573,5.932,-3.2910000000000004,2.641,36.717,0.0,21.286,-0.944,-33.607,10.533,84.056,53.451,22.054,84.056,81.415,0
34497,2004.0,COVISTA COMMUNICATIONS INC,CVST,alive,18.254,27.231,32.893,0.0,3.4930000000000003,-3.595,-0.102,26.947,0.0,13.717,-5.332999999999999,-38.939,9.024,59.84,32.0796,13.717,59.84,59.942,0
744106,2004.0,FEDDERS CORP,FJCC,failed,203.782,402.197,341.851,160.886,10.91,-14.567,-3.657,71.165,132.92,148.545,-26.107,-10.852,31.177,413.016,110.41,339.23,413.016,416.673,1
744106,2005.0,FEDDERS CORP,FJCC,failed,141.945,331.05400000000003,245.287,158.113,11.443,-30.063,-18.62,52.429,74.313,143.69,-62.081,-76.327,46.603,297.716,52.9536,326.755,297.716,316.336,1
744106,2006.0,FEDDERS CORP,FJCC,failed,86.21600000000001,181.36,234.426,177.479,7.947999999999999,-22.295,-14.347,44.82899999999999,41.473,102.145,-124.624,-204.299,38.367,279.255,32.622,297.875,279.255,293.60200000000003,1
109831,2003.0,INAMED CORP,IMDC.,alive,212.1,501.0,81.5,22.5,15.3,74.6,89.9,251.1,47.0,80.2,53.0,134.7,63.7,332.6,1696.165,149.5,332.6,242.7,0
