,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
7804,UNITED DEFENSE INDUSTRIES,UDI,864.8760000000001,1591.164,1591.704,524.946,48.002,219.61,267.612,460.887,389.394,789.092,140.648,-56.581,168.625,2052.591,1664.7736,1464.083,2052.591,1784.979
7805,UNITED DEFENSE INDUSTRIES,UDI,869.204,1601.5739999999998,1763.06,472.904,44.246,290.992,335.23800000000006,529.295,324.937,772.735,166.113,30.849,202.98,2292.355,2391.417,1375.458,2292.355,1957.117
4254,UNITED ENERGY CORP,UNRG,1.435,1.895,0.457,0.0,0.081,-2.105,-2.024,0.585,0.142,0.526,-2.04,-20.74,0.273,1.042,13.3429,0.526,1.042,3.0660000000000003
4255,UNITED ENERGY CORP,UNRG,0.457,0.933,0.552,0.0,0.075,-1.337,-1.262,0.654,0.156,0.482,-1.338,-22.08,0.166,1.206,6.206,0.482,1.206,2.468
4256,UNITED ENERGY CORP,UNRG,0.672,1.12,0.649,0.0,0.068,-1.4169999999999998,-1.349,1.123,0.081,1.082,-1.465,-23.546,0.216,1.7719999999999998,6.9309,1.082,1.7719999999999998,3.1210000000000004
8274,UNITED FUEL & ENERGY CORP,UFEN,65.692,94.175,294.387,47.968,2.012,7.468,9.48,40.722,11.559,23.221,1.605,2.262,48.608,335.10900000000004,18.9035,72.862,335.10900000000004,325.629
8275,UNITED FUEL & ENERGY CORP,UFEN,114.215,189.426,399.927,80.551,3.185,-2.287,0.898,46.111,16.512,57.088,-5.212999999999999,-3.958,91.452,446.038,84.0945,139.357,446.038,445.14
8276,UNITED FUEL & ENERGY CORP,UFEN,74.994,142.468,756.944,42.346,3.482,-2.43,1.052,65.484,8.941,50.435,-4.749,-9.698,60.352,822.428,24.5256,97.407,822.428,821.3760000000001
1686,UNITED INDUSTRIAL CORP,UIC,346.457,420.328,282.936,122.0,5.846,45.334,51.18,102.928,34.639,194.455,26.8,-27.085,49.005,385.864,476.1921,388.762,385.864,334.684
1687,UNITED INDUSTRIAL CORP,UIC,208.482,304.401,382.674,120.723,9.217,59.152,68.369,134.47899999999998,23.603,77.475,40.958,4.217,69.28399999999999,517.153,466.6122,278.879,517.153,448.784
1688,UNITED INDUSTRIAL CORP,UIC,207.292,358.64,499.127,120.03,12.33,52.581,64.911,64.911,73.7,120.592,47.173,40.959,73.843,564.038,574.49,295.341,564.038,499.127
6195,UNITED ROAD SERVICES INC,URSI,24.846,178.393,202.488,88.115,13.873,-13.309,0.564,44.078,0.0,53.047,-158.93200000000002,-185.077,19.884,246.566,0.8795,145.787,246.566,246.002
6196,UNITED ROAD SERVICES INC,URSI,24.901,171.79,183.471,94.855,12.095,-5.166,6.928999999999999,43.058,0.0,57.291,-13.659,-200.289,19.512,226.529,0.5319,154.56799999999996,226.529,219.6
6197,UNITED ROAD SERVICES INC,URSI,23.222,97.767,202.969,0.081,11.02,-0.746,10.274,45.726000000000006,0.0,161.966,-84.652,-286.58,16.22,248.695,0.3129,166.83599999999996,248.695,238.421
3720,UNITEDGLOBALCOM INC  -CL A,UCOMA,865.551,5931.594,772.398,527.866,730.0010000000001,-461.855,268.146,742.623,0.0,7423.688,-356.454,-7910.107,202.957,1515.021,995.9568,8814.322,1515.021,1246.875
3721,UNITEDGLOBALCOM INC  -CL A,UCOMA,828.6460000000001,7099.670999999999,768.8380000000001,3615.902,808.663,-217.805,590.8580000000001,1122.692,0.0,1604.7910000000002,1995.368,-4315.902,205.232,1891.53,4971.8155,5604.4180000000015,1891.53,1300.672
3722,UNITEDGLOBALCOM INC  -CL A,UCOMA,1538.455,9134.297,1014.628,4818.583,935.185,-172.613,762.572,1510.818,0.0,1422.249,-356.314,-132.52,318.332,2525.446,7632.6365,6615.935,2525.446,1762.874
2508,UNITRONIX CORP,UTRX,0.0139999999999999,0.018,0.0139999999999999,0.158,0.0,-0.118,-0.118,0.009,0.0,1.834,-0.207,-7.79,0.0,0.023,3.201,1.992,0.023,0.141
2509,UNITRONIX CORP,UTRX,0.069,0.074,0.01,0.0,0.0,-0.228,-0.228,0.011,0.0,0.493,-0.326,-8.116,0.002,0.021,8.6853,0.493,0.021,0.249
2510,UNITRONIX CORP,UTRX,0.009,0.038,0.008,0.0,0.0,-0.14,-0.14,0.0069999999999999,0.0,0.4539999999999999,-0.141,-8.258,0.002,0.015,6.5285,0.454,0.015,0.155
3561,UNIVERCELL HOLDINGS INC,UVCL,0.442,0.4629999999999999,0.364,0.0,0.023,-0.149,-0.126,0.433,0.0,0.44,-0.144,-0.0579999999999999,0.316,0.797,14.4825,0.44,0.797,0.923
3562,UNIVERCELL HOLDINGS INC,UVCL,0.532,0.967,0.521,0.67,0.012,-0.432,-0.42,0.433,0.0,0.528,-0.6409999999999999,-0.6990000000000001,0.379,0.954,5.5861,1.198,0.954,1.374
3563,UNIVERCELL HOLDINGS INC,UVCL,0.491,0.629,0.3229999999999999,0.0,0.0139999999999999,0.001,0.015,0.59,0.0,0.687,-0.288,-0.987,0.043,0.913,3.0402,0.687,0.913,0.898
7362,UNIVERSAL COMPRESSION HLDGS,UCO.1,269.86,2022.758,453.913,837.696,92.7,140.701,233.401,309.157,95.394,154.024,33.61,116.903,116.399,763.07,1211.9157,1161.086,763.07,529.669
7363,UNIVERSAL COMPRESSION HLDGS,UCO.1,300.598,2095.295,343.211,905.092,79.0,126.167,205.167,270.436,108.273,155.884,55.369,177.96,121.642,613.6469999999999,1228.0899,1263.983,613.6469999999999,408.48
7364,UNIVERSAL COMPRESSION HLDGS,UCO.1,450.1880000000001,2342.031,519.056,815.638,122.701,187.188,309.889,428.651,175.812,265.209,87.656,266.28,193.968,947.707,1871.3743,1303.521,947.707,637.818
8316,UNIVERSAL TRAVEL GROUP,UTRA,35.319,49.427,51.484,0.0,0.072,18.867,18.939,25.275,0.0,5.026,14.532,28.526,10.715,76.759,36.6256,5.026,76.759,57.82
8317,UNIVERSAL TRAVEL GROUP,UTRA,70.47800000000001,85.70700000000001,64.689,0.0,0.813,24.169,24.982,33.187,0.0,6.27,10.745,39.932,17.320999999999998,97.876,169.48,8.086,97.876,72.89399999999999
8318,UNIVERSAL TRAVEL GROUP,UTRA,110.75,140.063,110.665,0.0,1.557,29.306,30.863000000000003,42.653,0.0,10.439,22.039,64.112,38.658,153.31799999999998,121.7758,11.759,153.31799999999998,122.455
5265,UNIVISION COMMUNICATIONS INC,5952B,664.684,8227.126,663.457,1227.68,101.382,493.255,594.637,1123.478,0.0,291.515,255.883,767.947,331.824,1786.935,9460.1811,2580.028,1786.935,1192.298
5266,UNIVISION COMMUNICATIONS INC,5952B,633.6,8128.335999999999,729.9730000000001,969.299,93.223,570.054,663.2769999999999,1222.558,0.0,909.521,187.179,955.295,398.702,1952.531,8963.4504,2979.547,1952.531,1289.254
5267,UNIVISION COMMUNICATIONS INC,5952B,663.8910000000001,8166.395,809.768,969.589,90.791,700.0189999999999,790.81,1356.884,0.0,483.708,349.17400000000004,1304.017,454.06,2166.652,10963.6943,2604.896,2166.652,1375.842
1701,UNOCAL CORP,UCL,1375.0,10760.0,3146.0,3524.0,973.0,601.0,1574.0,2078.0,97.0,1632.0,331.0,2535.0,994.0,5224.0,7889.0284,7187.0,5224.0,3650.0
1702,UNOCAL CORP,UCL,1991.0,11798.0,3640.0,3157.0,988.0,1128.0,2116.0,2755.0,141.0,2085.0,643.0,3158.0,1292.0,6395.0,9597.677,7750.0,6395.0,4279.0
1703,UNOCAL CORP,UCL,2930.0,13101.0,4795.0,2571.0,997.0,1648.0,2645.0,3208.0,220.0,2581.0,1208.0,4293.0,1423.0,8003.0,11380.3356,7857.0,8003.0,5358.0
5754,URIGEN PHARMACEUTICALS -REDH,7262B,13.207,14.152,0.473,0.0,0.048,-11.276,-11.228,1.704,0.0,2.583,-11.083,-225.335,0.357,2.177,41.9774,2.583,2.177,13.405
5755,URIGEN PHARMACEUTICALS -REDH,7262B,4.715,5.257999999999999,0.0579999999999999,0.0,0.035,-15.581,-15.546,0.669,0.0,2.415,-15.337,-240.667,0.087,0.727,56.5613,2.415,0.727,16.273
5756,URIGEN PHARMACEUTICALS -REDH,7262B,0.695,1.109,5.645,0.0,0.01,-5.084,-5.074,-5.074,0.0,0.674,-3.733,-244.4,0.0,0.5710000000000001,2.7301,0.674,0.5710000000000001,5.645
3993,UROMED CORP,SLAW,19.763,21.876,1.388,17.393,1.111,-5.877000000000001,-4.766,1.257,0.841,1.492,-2.48,-104.173,0.585,2.645,5.6153,18.885,2.645,7.411
3994,UROMED CORP,SLAW,12.062,13.668,4.107,14.393,0.12,-5.959,-5.839,0.2,0.684,1.256,-5.017,-109.248,0.654,4.307,12.35,15.649,4.307,10.146
3995,UROMED CORP,SLAW,5.098,12.925999999999998,4.408,0.21,1.337,-6.992999999999999,-5.656000000000001,1.69,0.853,17.759,-8.095,-117.228,0.913,6.098,2.8291,17.969,6.098,11.754
1668,US 1 INDUSTRIES INC,USOO,38.39,51.004,159.841,0.861,0.259,4.178,4.437,12.834,0.0,29.579,3.0580000000000003,-26.249,34.731,172.675,13.1045,30.44,172.675,168.238
1669,US 1 INDUSTRIES INC,USOO,33.641,41.892,165.785,0.203,1.55,1.702,3.252,13.947,0.0,24.278,-2.5860000000000003,-28.836,31.042,179.732,13.6742,24.481,179.732,176.48
1670,US 1 INDUSTRIES INC,USOO,37.161,43.985,194.454,0.037,0.948,5.393,6.341,16.297,0.0,23.698,1.7719999999999998,-26.963,35.29,210.751,16.3806,23.735,210.751,204.41
1182,US AEROSPACE INC,USAE,2.55,2.879,7.801,0.038,0.127,-0.3329999999999999,-0.206,2.247,1.457,3.975,-3.411,-11.233,0.439,10.048,3.0239,4.013,10.048,10.254
1183,US AEROSPACE INC,USAE,1.671,2.092,5.416,0.01,0.0819999999999999,-3.192,-3.11,-0.594,0.98,6.421,2.182,-12.879,0.238,4.822,0.7673,6.431,4.822,7.932
1184,US AEROSPACE INC,USAE,0.677,5.443,3.585,0.0,0.209,-2.442,-2.233,0.141,0.29,10.167,-14.921,-26.839,0.071,3.726,2.1309,10.167,3.726,5.959
6483,US DATAWORKS INC,UDWKQ,1.812,6.093,2.823,3.187,0.149,0.3229999999999999,0.472,5.109,0.0,1.644,-0.619,-65.111,1.06,7.932,6.2898,4.831,7.932,7.46
6484,US DATAWORKS INC,UDWKQ,1.4509999999999998,5.783,2.503,2.8480000000000003,0.125,-0.09,0.035,4.773,0.0,2.101,-0.608,-65.718,1.019,7.276,5.9974,4.949,7.276,7.241
6485,US DATAWORKS INC,UDWKQ,0.72,4.968,2.227,2.959,0.085,0.122,0.207,4.418,0.0,1.617,-0.486,-66.204,0.437,6.645,4.8555,4.5760000000000005,6.645,6.438
6189,US LEC CORP,CLEC,101.622,285.29900000000004,148.69899999999998,115.042,48.374,-12.515,35.859,162.126,0.0,89.04799999999999,-14.54,-262.31,48.294,310.825,233.8548,211.205,310.825,274.966
6190,US LEC CORP,CLEC,119.721,298.311,171.292,149.28799999999998,49.851000000000006,-4.1930000000000005,45.658,184.889,0.0,87.116,-19.762,-297.975,60.745,356.181,96.2999,242.457,356.181,310.523
6191,US LEC CORP,CLEC,89.90100000000001,252.352,186.924,149.438,50.668,1.244,51.912,200.814,0.0,79.012,-38.648,-353.50199999999995,49.841,387.73800000000006,52.5842,234.329,387.73800000000006,335.826
4416,US ONCOLOGY INC,0994B,389.042,1092.962,1282.024,128.826,71.929,103.083,175.012,223.0,0.0,278.301,46.316,160.101,333.691,1505.024,697.5254,407.127,1505.024,1330.0120000000002
4417,US ONCOLOGY INC,0994B,528.575,1184.941,1398.825,272.04200000000003,71.859,117.403,189.262,252.491,31.371,324.021,-45.929,114.172,371.506,1651.316,776.4245,596.063,1651.316,1462.054
4418,US ONCOLOGY INC,0994B,546.32,1175.019,1687.112,188.412,74.078,136.093,210.171,278.613,7.481,397.75,70.656,184.828,395.874,1965.725,896.9859,586.1619999999998,1965.725,1755.554
6708,US SEARCH.COM INC,SRCH.1,5.36,12.015,9.489,0.042,0.903,-27.716,-26.813,12.874,0.0,8.9,-33.116,-62.581,0.0409999999999999,22.363000000000003,3.9239,8.947000000000003,22.363000000000003,49.176
6709,US SEARCH.COM INC,SRCH.1,6.448,27.735,3.026,1.81,1.4680000000000002,-10.577,-9.109,15.373,0.0,15.565,-11.937,-74.518,0.696,18.399,24.0884,17.38,18.399,27.508000000000003
6710,US SEARCH.COM INC,SRCH.1,5.843,31.299,6.4110000000000005,1.4169999999999998,3.039,-6.952999999999999,-3.914,23.93,0.0,10.353,-24.076,-98.594,1.864,30.341,78.5854,11.775,30.341,34.255
2289,US TECHNOLOGIES INC,USXX,0.505,1.092,4.281000000000001,0.0139999999999999,0.178,-2.124,-1.946,-0.516,0.262,1.2990000000000002,-2.256,-17.702,0.195,3.765,6.3349,1.3130000000000002,3.765,5.711
2290,US TECHNOLOGIES INC,USXX,0.659,4.841,1.152,0.0,1.751,-6.519,-4.768,1.54,0.17,4.89,-18.651,-51.401,0.401,2.692,4.2936,4.89,2.692,7.46
2291,US TECHNOLOGIES INC,USXX,0.7879999999999999,4.6,2.069,0.0,0.2269999999999999,-6.417999999999999,-6.191,0.178,0.1369999999999999,11.245,-11.01,-67.007,0.133,2.247,32.9616,11.245,2.247,8.437999999999999
7341,US UNWIRED INC,UNWR,158.549,474.534,221.699,338.675,54.409,-73.289,-18.88,37.475,7.691,54.451,-97.611,-146.333,40.896,259.17400000000004,858.7848,434.896,259.17400000000004,278.05400000000003
7342,US UNWIRED INC,UNWR,166.765,831.43,317.913,762.202,70.0,-108.759,-38.759,216.167,5.315,100.984,-582.4780000000001,-728.985,51.17,534.08,63.1277,901.668,534.08,572.839
7343,US UNWIRED INC,UNWR,170.092,718.328,297.942,434.745,80.9,-60.02,20.88,237.80900000000003,5.615,481.405,-156.954,-885.944,32.044000000000004,535.751,117.2371,948.095,535.751,514.871
4449,USDATA CORP,USDC,5.424,16.354,26.325,0.5539999999999999,1.1909999999999998,-11.482,-10.291,-10.291,0.0,9.87,-44.433,-42.874,4.073,16.034000000000002,7.8789,10.424,16.034000000000002,26.325
4450,USDATA CORP,USDC,4.974,13.078,12.116,0.59,1.888,-0.432,1.456,1.456,0.0,6.287999999999999,-1.885,-44.798,2.573,13.572,3.9578,6.877999999999999,13.572,12.116
4451,USDATA CORP,USDC,3.891,8.184,10.651,0.107,2.738,-3.045,-0.307,-0.307,0.0,6.417000000000001,-7.11,-52.003,2.331,10.344,2.2866,8.074,10.344,10.651
7905,USI HOLDINGS CORP,USIH,337.599,800.07,348.81199999999995,144.707,8.654,49.732,58.386,58.386,0.0,304.772,8.301,-253.877,202.448,407.198,593.0782,472.505,407.198,348.81199999999995
7906,USI HOLDINGS CORP,USIH,420.326,1023.774,405.584,225.062,40.204,62.496,102.7,102.7,0.0,364.705,7.803999999999999,-246.073,244.372,508.284,794.3638,613.793,508.284,405.584
7907,USI HOLDINGS CORP,USIH,472.182,1242.146,443.354,367.466,41.584,66.67,108.254,108.254,0.0,401.032,20.609,-225.46400000000003,284.815,551.6080000000001,897.0086,801.7439999999998,551.6080000000001,443.354
1692,UST INC,UST.1,889.554,1366.983,362.17,840.0,45.3,881.508,926.808,1439.254,583.4069999999999,258.778,534.268,479.587,56.586000000000006,1801.424,6637.7739,1291.885,1801.424,874.6160000000001
1693,UST INC,UST.1,998.11,1440.348,383.832,840.0,45.839,854.308,900.1469999999999,1413.9620000000002,601.258,300.077,505.856,578.401,52.501000000000005,1797.794,9346.5126,1374.5220000000004,1797.794,897.6469999999999
1694,UST INC,UST.1,846.2739999999999,1487.078,439.781,1090.0,45.586000000000006,764.038,809.6239999999999,1453.39,646.563,400.174,520.273,728.7460000000001,68.98100000000001,1893.171,8271.3476,1779.28,1893.171,1083.547
6534,UVUMOBILE INC,UVUM,4.487,6.692,0.095,0.161,0.601,-17.484,-16.883,0.705,0.0,9.641,-24.489,-64.443,0.163,0.8,40.6711,10.783,0.8,17.683
6535,UVUMOBILE INC,UVUM,1.386,2.982,0.477,0.0,1.087,-9.655,-8.568,0.476,0.0,3.07,-8.841000000000001,-73.533,0.275,0.953,6.6969,3.07,0.953,9.521
6536,UVUMOBILE INC,UVUM,0.086,0.521,0.119,0.377,0.718,-3.079,-2.361,0.074,0.0,4.306,-6.216,-79.72800000000001,0.068,0.193,2.2432,4.683,0.193,2.5540000000000003
5325,V-ONE CORP,VNEC,3.934,4.732,0.7829999999999999,0.0,0.551,-7.782,-7.231,4.207,0.057,1.769,-6.237,-57.912,0.86,4.99,33.7409,1.85,4.99,12.220999999999998
5326,V-ONE CORP,VNEC,0.653,0.972,7.954,0.0,0.498,-4.899,-4.401,-4.401,0.005,2.611,-5.527,-63.43899999999999,0.238,3.553,3.7309,2.644,3.553,7.954
5327,V-ONE CORP,VNEC,0.726,0.885,0.016,0.044,0.249,-0.228,0.021,3.987,0.004,2.658,-0.45,-63.996,0.605,4.003,4.1852,2.7430000000000003,4.003,3.982
1380,VALEANT PHARMACEUTICALS -OLD,VRX.1,794.672,1494.2620000000002,216.693,782.552,87.96799999999999,99.121,187.08900000000003,655.529,115.177,205.661,-6.186,-779.3489999999999,218.229,872.222,1068.7534,1080.159,872.222,685.133
1381,VALEANT PHARMACEUTICALS -OLD,VRX.1,470.04,1187.352,151.409,447.862,66.48,90.204,156.684,505.568,72.972,292.197,-23.714,-865.1510000000001,144.509,656.977,1872.1437,983.927,656.977,500.293
1382,VALEANT PHARMACEUTICALS -OLD,VRX.1,456.214,1305.479,194.569,552.127,86.381,249.752,336.13300000000004,635.8919999999999,105.9,331.135,263.741,-616.008,174.592,830.461,2458.9565,934.3,830.461,494.328
7455,VALICERT INC,VLCT,42.627,59.806,5.228,2.056,5.32,-28.939,-23.619,6.6,0.0,11.193,-28.327,-46.161,3.771,11.828,149.2313,13.249,11.828,35.447
7456,VALICERT INC,VLCT,28.372,41.932,6.518,1.547,5.82,-28.733,-22.913,17.7,0.0,11.951,-28.416,-74.50399999999999,3.4410000000000003,24.218000000000004,73.4976,13.498,24.218000000000004,47.131
7457,VALICERT INC,VLCT,6.678999999999999,16.191,1.7180000000000002,0.35,2.263,-16.921,-14.658,10.484000000000002,0.0,6.803,-21.709,-96.286,3.155,12.202,8.3497,7.153,12.202,26.86
5535,VALLEY NATIONAL GASES INC,VLG,29.422,157.335,73.222,62.286,5.811,18.192,24.003,81.234,9.416,19.542,7.68,28.484,16.227,154.45600000000002,97.0163,105.846,154.45600000000002,130.453
5536,VALLEY NATIONAL GASES INC,VLG,32.43,175.08599999999998,78.345,60.926,7.819,24.661,32.48,89.354,9.869,21.572,12.371,41.066,18.428,167.699,146.0188,110.105,167.699,135.219
5537,VALLEY NATIONAL GASES INC,VLG,39.79,211.409,102.395,66.679,8.703,29.897,38.6,108.136,12.911,27.043000000000003,15.21,55.734,21.106,210.531,252.6613,130.626,210.531,171.93099999999998
1017,VALPEY-FISHER CORP,VPF,8.388,10.086,7.537999999999999,0.0,0.422,1.136,1.558,5.483,1.376,2.217,0.736,1.895,1.631,13.021,6.8768,2.366,13.021,11.463
1018,VALPEY-FISHER CORP,VPF,7.861000000000001,9.549,6.547000000000001,0.0,0.379,-0.067,0.312,3.831,1.105,1.81,-0.213,1.682,1.744,10.378,6.404,1.985,10.378,10.066
1019,VALPEY-FISHER CORP,VPF,9.188,11.075,8.663,0.0,0.402,0.885,1.287,6.053,1.4580000000000002,2.5580000000000003,0.623,2.305,2.4130000000000003,14.716,14.6753,2.8110000000000004,14.716,13.429
4614,VANGUARD AIRLINES INC,VGDAQ,16.244,37.703,101.685,0.357,4.07,-5.022,-0.952,23.396,1.321,30.955,-5.148,-76.319,1.296,125.081,56.1356,36.025,125.081,126.033
4615,VANGUARD AIRLINES INC,VGDAQ,13.947,39.118,129.658,2.22,3.659,-24.787,-21.128,2.1180000000000003,1.221,43.20399999999999,-26.032,-102.351,4.548,131.776,12.8581,51.743,131.776,152.904
4616,VANGUARD AIRLINES INC,VGDAQ,16.567999999999998,32.74,117.917,0.152,3.0610000000000004,-26.353,-23.292,0.8009999999999999,2.865,61.42,-30.914,-133.266,4.77,118.718,21.5495,61.775,118.718,142.01
3111,VANS INC,VANS,168.955,236.96,186.648,2.3480000000000003,7.797999999999999,27.297,35.095,155.28,52.828,37.145,14.99,19.226,38.133,341.92800000000005,424.325,43.606,341.92800000000005,306.833
3112,VANS INC,VANS,157.067,256.72700000000003,168.116,3.192,8.336,11.661,19.997,164.764,48.835,35.172,-2.595,14.827,28.024,332.88,178.6275,48.844,332.88,312.883
3113,VANS INC,VANS,157.067,237.784,170.739,2.523,10.434,-1.105,9.329,159.458,63.955,50.968,-30.027,-7.142,25.596,330.19699999999995,125.3168,55.874,330.19699999999995,320.868
7146,VANTAGEMED CORP,3VMDC,3.219,3.95,13.109000000000002,0.0,0.477,-2.797,-2.32,9.011,0.1159999999999999,8.119,-3.905,-76.895,1.761,22.12,7.6995,8.212,22.12,24.44
7147,VANTAGEMED CORP,3VMDC,2.174,2.764,9.738,0.042,0.243,-4.2860000000000005,-4.043,5.557,0.062,6.11,-4.28,-81.175,1.213,15.295,6.4076,6.174,15.295,19.338
7148,VANTAGEMED CORP,3VMDC,1.787,1.877,5.337000000000001,0.032,0.145,-1.125,-0.98,5.622999999999999,0.013,5.345,-0.983,-82.15799999999999,0.741,10.96,5.5292,5.377000000000002,10.96,11.94
2745,VARCO INTERNATIONAL INC,VRC,747.9780000000001,1661.06,897.168,460.883,54.889,162.55200000000002,217.441,437.896,279.958,218.331,79.807,408.846,323.456,1335.064,1687.6434,740.778,1335.064,1117.623
2746,VARCO INTERNATIONAL INC,VRC,797.425,1764.339,988.912,450.471,67.199,151.15,218.349,460.695,339.31699999999995,238.379,67.243,488.355,331.665,1449.6070000000002,1999.212,770.097,1449.6070000000002,1231.258
2747,VARCO INTERNATIONAL INC,VRC,900.1,1901.7,1067.4,458.1,75.5,202.4,277.9,500.7,334.5,242.3,97.8,594.7,401.1,1568.1,2860.3438,783.1,1568.1,1290.2
6561,VARIAN INC,VARI,579.758,936.833,474.701,18.75,29.248,96.898,126.146,445.897,140.533,251.588,63.61600000000001,266.757,187.429,920.598,1930.2455,318.746,920.598,794.452
6562,VARIAN INC,VARI,513.635,903.247,529.0740000000001,18.75,29.346,108.642,137.988,483.441,161.039,249.053,66.445,231.48,199.42,1012.515,1240.5393,315.575,1012.515,874.5269999999999
6563,VARIAN INC,VARI,559.847,944.187,421.195,12.5,26.783,77.811,104.594,385.549,136.704,249.656,38.62,269.947,159.958,806.7439999999999,1479.2593,305.916,806.7439999999999,702.15
6564,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,549.129,700.145,421.189,2.2030000000000003,17.105999999999998,153.85399999999998,170.96,412.872,165.201,115.061,98.413,647.753,128.904,834.061,1804.0933,184.842,834.061,663.1010000000001
6565,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,493.746,666.2389999999999,203.81,1.592,15.603,-33.588,-17.985,158.27100000000002,100.764,82.73200000000001,-37.998000000000005,616.632,115.002,362.081,2390.8834,150.609,362.081,380.066
6566,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,753.202,942.21,408.532,0.924,15.851,187.459,203.31,423.2480000000001,190.538,163.078,159.584,775.445,223.96,831.78,2113.373,244.208,831.78,628.47
4110,VARIFLEX INC,VFLX,35.857,39.574,48.04600000000001,0.846,0.599,0.621,1.22,11.118,8.164,7.013,1.346,19.398,8.067,59.164,25.4412,7.859,59.164,57.944
4111,VARIFLEX INC,VFLX,36.414,39.699,38.543,0.7390000000000001,0.574,-0.947,-0.373,7.903,10.774,7.922999999999999,-0.6779999999999999,18.72,11.341,46.446000000000005,18.4229,8.662,46.446000000000005,46.819
4112,VARIFLEX INC,VFLX,36.961,39.584,47.886,0.62,0.583,1.329,1.912,9.998,5.702000000000001,7.071000000000001,0.856,19.576,10.719,57.88399999999999,25.8745,7.691,57.88399999999999,55.972
3072,VARSITY BRANDS INC,VBR.1,79.92699999999999,193.817,137.901,138.91899999999998,2.889,17.187,20.076,96.82,32.806999999999995,23.716,0.561,-11.529000000000002,37.315,234.721,28.356,167.945,234.721,214.645
3073,VARSITY BRANDS INC,VBR.1,44.29600000000001,118.631,84.917,80.41,2.051,14.237,16.288,62.632,7.862999999999999,20.656,-8.495,-20.024,15.716,147.549,20.7944,101.254,147.549,131.261
3074,VARSITY BRANDS INC,VBR.1,46.06,119.558,89.99600000000001,69.785,1.92,17.092,19.012,66.408,7.811,21.986,9.927,-10.097,12.321,156.404,45.562,91.771,156.404,137.392
7149,VARSITY GROUP INC,VSTY,20.916,23.206,17.435,0.0,0.054,2.131,2.185,7.806,0.0,1.805,4.372,-65.428,0.546,25.241,71.3628,1.805,25.241,23.056
7150,VARSITY GROUP INC,VSTY,16.827,30.712,25.74,0.0,0.178,2.761,2.939,11.942,2.463,2.724,6.881,-58.554,1.251,37.682,138.5556,2.724,37.682,34.743
7151,VARSITY GROUP INC,VSTY,18.311,44.804,33.5,0.0,0.291,2.148,2.439,16.569000000000003,4.476,3.723,12.129,-46.525,6.296,50.069,72.8365,3.753,50.069,47.63
5685,VARTECH SYSTEMS  INC,VRTK,1.046,1.286,3.941,0.0,0.088,0.259,0.347,2.894,0.395,0.6,0.139,0.095,0.5720000000000001,6.835,0.8775,0.634,6.835,6.488
5686,VARTECH SYSTEMS  INC,VRTK,1.4980000000000002,1.605,3.747,0.0,0.092,0.4039999999999999,0.496,2.359,0.7959999999999999,0.779,0.1639999999999999,0.259,0.6679999999999999,6.106,0.78,0.789,6.106,5.61
5687,VARTECH SYSTEMS  INC,VRTK,1.673,1.779,5.15,0.03,0.049,0.293,0.342,2.592,0.924,0.586,0.18,0.439,0.634,7.742000000000001,2.625,0.633,7.742000000000001,7.4
7569,VASTERA INC,VAST,77.90100000000001,165.56400000000002,40.96,1.078,7.251,-8.771,-1.52,35.418,0.0,24.353,-11.358,-184.77,18.409,76.378,228.80900000000003,27.907,76.378,77.898
7570,VASTERA INC,VAST,78.259,97.264,46.773,0.698,8.012,-2.415,5.597,38.458,0.0,20.951,-71.178,-254.383,17.599,85.23100000000001,166.98,24.042,85.23100000000001,79.634
7571,VASTERA INC,VAST,75.2,91.18,51.16,0.071,6.207000000000001,-4.962,1.245,34.935,0.0,18.44,-4.319,-258.72,18.491,86.095,111.1149,21.142,86.095,84.85
8607,VAUGHAN FOODS INC,FOOD,9.086,29.484,85.18,8.045,1.598,-4.688,-3.09,6.671,3.3760000000000003,14.148,-3.363,-5.364,5.323,91.851,2.7276,22.272,91.851,94.941
8608,VAUGHAN FOODS INC,FOOD,9.366,29.387,86.111,6.944,1.709,0.287,1.996,10.45,3.055,15.525,-0.5,-5.864,5.312,96.561,2.3901,22.512,96.561,94.565
8609,VAUGHAN FOODS INC,FOOD,10.342,29.35,82.824,7.506,2.31,0.0279999999999999,2.338,11.015,3.105,13.528,-0.362,-6.226,6.087999999999999,93.839,4.2215,21.042,93.839,91.501
5397,VCAMPUS CORP,VCMP,3.631,7.119,2.269,0.4629999999999999,0.469,-4.181,-3.712,2.595,0.0,1.811,-6.579,-96.972,0.3329999999999999,4.864,17.8527,2.274,4.864,8.576
5398,VCAMPUS CORP,VCMP,3.039,5.478,2.7310000000000003,0.479,0.434,-4.462,-4.0280000000000005,1.833,0.0,2.337,-5.8660000000000005,-102.853,0.225,4.564,6.7144,2.8160000000000003,4.564,8.592
5399,VCAMPUS CORP,VCMP,2.0580000000000003,5.176,4.143,2.35,0.616,-5.563,-4.947,3.303,0.035,3.525,-7.625,-115.676,0.687,7.446000000000001,1.3804,5.875,7.446000000000001,12.393
